VETER15
menu_camp_action_rest|В лагере ваши воины отдыхают, лечат свои раны и охотятся, добывая продовольствие, увеличивая их запасы, что особенно полезно, когда вы действуете на вражеской территории, где трудно купить провиант.
menu_build_refuge_new|Воины ждут вашего приказа на строительство убежища. У вас есть материал, а если чего-то не хватит, то можно купить в соседней деревне.^^Стоимость строительства: 1000 золота.^Время строительства: 6 часов.
mno_refuge_here|Начать
menu_camp_cheat|Выбор чита:
mno_camp_cheat_find_item|Найти вещь...
mno_camp_cheat_1|{!}Увеличить известность
mno_camp_cheat_2|{!}Увеличить репутацию
mno_camp_cheat_2b|{!}Снижение репутации
mno_action_modify_banner|{!}Чит: изменить ваш флаг
mno_camp_cheat_3|{!}Обновление сторонников игрока
mno_camp_cheat_4|{!}Обновление войск
mno_camp_cheat_6|{!}Встать лагерем
mno_cheat_faction_orders.1|{!}Все читы
mno_cheat_faction_orders.2|{!}Читы по экономике
mno_cheat_faction_orders.2|{!}Читы политические
mno_back_to_camp_menu|Вернуться в меню лагеря
mno_testing_cheats|Применить быстрый чит
menu_cheat_testing_cheats1|Выбор чита:
mno_continue1|{!}Чит! - увеличить право на правление
mno_update_danmork4|{!}Добавить известности, золота и войск
mno_update_women|{!}Женщины в армию (10\10\10\5)
mno_update_berserk|{!}Берсерки и Ульфхедины в армию (5)
mno_reset_messenger_system|{!}Сброс Системы Мессенджер
mno_back_to_camp_menu|Назад
menu_storyline_cheat|Выбор чита:
mno_hide_lords|{!}После того, как Посланник квест: спаун лордов в Snotingaham.
mno_douar_1s|{!}Доступ к заданию Месть Дуарнене (Датская сторона).
mno_douar_2s|{!}Доступ к заданию Месть Дуарнене (Уэссекс сторона).
mno_douar_2sbeda|{!}Доступ к заданию Месть Дуарнене (нужен Бодо в отряде - поговорить со старым капитаном).
mno_update_danmork21|{!}Квест Месть: Добиться расположения фермеров и ярлов.
mno_douar_back|{!}Битва: Эсцедун (до квеста крупного рогатого скота).
mno_oath_mission|{!}Поговорить с Альфредом(Уэссекс); Поговорить с Хальфданом (Дания)
mno_spawn_wessex_foragers|{!}Спаун Уэссекских Фуражиров.
mno_mission_test_1|{!}Похороны матери героя, конец игры.
mno_mission_test_2|{!}Тест атаки флота Свена.
mno_mission_test_4|{!}Первая миссия корабля.
mno_mission_test_5|{!}Высадка, бой(Уэссекс сторона)
mno_mission_test_6|{!}Высадка, бой(Датская сторона)
mno_mission_test_7|{!}Дуэль с Регинхардом
mno_mission_test_8|{!}Дуэль с Эгилем
mno_back_to_camp_menu|Вернуться в меню лагеря.
menu_phaiak_cheats|{!}Только для тестирования: нет
mno_vc_menu|{!}vc меню отключено: {reg1}
mno_season|{!}сезон: {reg1}
mno_beaufort|{!}бофорт: {reg1}
mno_crew|{!}А. выбрать процент экипажа. Тока: {reg1} %%
mno_testdrive|{!}Испытания
mno_testdrive2|{!}Морской бой уэссекса
mno_testdrive3|{!}датский Морской бой
mno_mission_test_3|{!}D-день (100 кораблей)
mno_back_cm|Назад
menu_cheat_find_item|{!}Ассортимент товара: {reg5} для {reg6} нет.
mno_cheat_find_item_next_range|{!}Перейти к следующему пункту
mno_cheat_find_item_choose_this|{!}Выбрать из этого диапазона
mno_camp_action_4|{!}Вернуться в меню лагеря
menu_cheat_change_weather|{!}Текущий объем облака: {reg5}^Текущая тумана сила: {reg6} не
mno_cheat_increase_cloud|{!}Увеличение Количества Облаков
mno_cheat_decrease_cloud|{!}Уменьшение Количества Облаков
mno_cheat_increase_fog|{!}Увеличить Количество Тумана
mno_cheat_decrease_fog|{!}Уменьшить Количество Тумана
mno_camp_action_4|{!}Назад
menu_camp_action|Выберите задачу:
mno_camp_cheat|{!}CHEAT MENU!
mno_debug|{!}РЕЖИМ ОТЛАДКИ: {s8}
mno_sea_stuck_cheat|{!}Сбросить установки (сохраните игру перед использованием!)
mno_savegame_check_cheat|{!}Чит: проверка сохранения ошибок.
mno_storyline_cheat|{!}Сюжетные Читы!
mno_camp_action_1testing|{!}Тестирование фракции.
mno_camp_action_1|{!}Чит: прогулка.
mno_camp_conversation|{!}Чит: Взять в отряд
mno_jump_to_scene|{!}Отладка: тестовая сцена
mno_toggle_cheat_on|ВКЛЮЧИТЬ Чит Меню
mno_toggle_cheat_off|ВЫКЛЮЧИТЬ Чит Меню
mno_camp_action_4|Назад в меню лагеря
menu_camp_recruit_prisoners|Вы предлагаете пленным свободу в обмен на присоединение к вашему отряду. {s18}
mno_camp_recruit_prisoners_accept|Принять их
mno_camp_recruit_prisoners_half|Принять половину их
mno_camp_recruit_prisoners_reject|Отказать им
menu_camp_no_prisoners|Вам некого вербовать
menu_camp_action_read_book|Укажите книгу:
mno_action_read_book_1|{s1}.
mno_action_read_book_2|{s1}.
mno_action_read_book_3|{s1}.
mno_action_read_book_4|{s1}.
mno_action_read_book_5|{s1}.
mno_action_read_book_6|{s1}.
mno_action_read_book_7|{s1}.
menu_camp_action_read_book_start|{s1}
menu_retirement_verify|Прошло {reg0} дней. Текущая удача равна {reg1}. Вы уверены, что хотите уйти на покой?
mno_retire_yes|Да
mno_retire_no|Нет
mno_enter_hv|Исследовать
mno_leave_hv|Уйти
menu_end_game|Жребий брошен, вы решаете отказаться от дальнейших приключений и уйти на покой. Распродав со скидкой оружие и доспехи, собрали пожитки и медленно растворились в предзакатном тумане...
mno_end_game_bye|Прощайте.
menu_cattle_herd|Вы повстречали стадо коров.
mno_cattle_drive_away|Гнать стадо
mno_cattle_stop|Остановить стадо
mno_cattle_kill|Забить на мясо
menu_cattle_herd_kill|Сколько голов скота хотите забить?
mno_cattle_kill_1|Одну
mno_cattle_kill_2|Две
mno_cattle_kill_3|Три
mno_cattle_kill_4|Четыре
mno_cattle_kill_5|Пять
mno_cattle_kill_20|Двадцать
menu_arena_duel_fight|Поединок - серьезная вещь, особенно когда дело касается вашей жизни. Двое входят в круг, но только один вернётся...^^Нужно сосредоточиться, но мысли беспорядочно летают в голове, все тело напряженно. Холодный пот исходит от тела, нервы на пределе.^^И все это говорит о том, что вы готовы.
menu_simple_encounter|{s2}^У вас {reg10} боеспособных солдат против их {reg11}.^^{s7}
mno_playerambush_attack|Напасть из засады!
mno_ambush_attack|Защищаться в засаде!
mno_encounter_attack|Атаковать
mno_encounter_deploy|Начать битву, удерживая позиции
mno_encounter_order_attack|Приказать войскам сражаться без вас
mno_tactical_nuevo|Распоряжения командующего
mno_encounter_leave|Уйти
mno_encounter_retreat|Отступить, оставив несколько солдат для прикрытия
mno_encounter_surrender|Сдаться
menu_encounter_retreat_confirm|Как лучший тактик отряда ({reg2}), {reg3?вы составляете:{s3} составляет} план отступления, но при этом придется оставить {reg4} солдат для сдерживания противника. Вечная им память.
mno_leave_behind|Принять план. Сейчас не время для соплей.
mno_dont_leave_behind|Отказаться от плана. Мы своих не бросаем.
menu_encounter_retreat|Вы оставляете {reg4} солдат в арьергарде и отступаете вместе с остальным отрядом.
menu_order_attack_begin|Ваше войско готово напасть на врага.
mno_order_attack_begin|Приказать начать битву
mno_call_back|Отозвать войска
menu_order_attack_2|{s4}^^Вы потеряли: {s8}^^Враг потерял: {s9}
mno_order_attack_continue|Приказать продолжить битву
mno_order_retreat|Приказ на отступление
menu_battle_debrief|{s11}^^Ваши потери: {s8}{s10}^^Вражеские потери: {s9}^^{s3}
menu_total_victory|Вы не должны это читать... {s9}
menu_enemy_slipped_away|{s17}
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|Перед вами битва, где сражаются {s2} и {s1}. Вы решили...
mno_pre_join_help_attackers|Прийти на помощь {s2}
mno_pre_join_help_defenders|Ринуться на подмогу {s1}
mno_pre_join_leave|Не вмешиваться
menu_join_battle|Вы и {s2} объединились на время сражения, противник - {s1}.^Ваши {reg10} готовых к бою воинов против - {reg11} врага.
mno_join_attack|Напасть на врага
mno_join_order_attack|Приказать войскам сражаться вместе с союзниками без вас.
mno_join_leave|Уйти
menu_join_order_attack|{s4}^^Вы потеряли: {s8}^^Союзник потерял: {s9}^^Враг потерял: {s10}
menu_zendar|Вы прибыли в город Зендар.
mno_zendar_enter_door|В город
mno_zendar_tavern_door|таверна
mno_zendar_merchant_door|Лавка
mno_zendar_arena_door|Арена
mno_town_1_leave|
menu_salt_mine|Вы прибыли к соляным шахтам.
mno_enter|Осмотреть
mno_enterqu|Осмотреть
mno_leavequ|Уйти
menu_four_ways_inn|Вы прибыли на постоялый двор «Четыре пути».
menu_test_scene|Вы входите в тестовую сцену.
menu_quarry1|Вы оказались в каменоломнях. Слышны скрипы тачек, каменная пыль стоит столбом... здесь трудятся свободные люди.
menu_salt_mine_vc|Вы прибыли в рабочее поселение. Слышны скрипы телег, совков, на губах появляется привкус соли, воздух наполнен её... здесь трудятся свободные люди.
mno_enter_sm|Осмотреть
mno_leave_sm|Уйти
menu_lumber_camp|Вы прибыли в лагерь лесорубов. Слышны стуки топоров, приятный запах древесины стоит в воздухе... здесь трудятся свободные люди.
mno_enter_lc|Осмотреть
mno_leave_lc|Уйти
menu_farmstead_special|Вы приближаетесь к ферме. Именно здесь выращивают овощи, зерновые и скот, и отсюда все идет на рынки более крупных поселений, а значит, на ферме многие продукты могут быть дешевле.^{s10}
mno_take_cattle|Взять свой скот
mno_take_cattlefs|Взять некоторых из вашего крупного рогатого скота
mno_enter_fs|Осмотреть
mno_leave_fs|Уйти
mno_enter_hw|Осмотреть
mno_leave_hw|Уйти
mno_enter_ce|Осмотреть
mno_leave_ce|Уйти
menu_hadrian_wall1|Вы оказались на развалинах Адрианова Вала.
menu_celidon_forest|Перед вами странное место... вокруг, как будто, все наполнено какой-то невидимой энергией. Магической энергией...
menu_hidden_valley|Вы оказались в непонятном месте... похожем на римские развалины.
menu_dhorak_keep|Вы прибываете в твердыню Дорак.
menu_join_siege_outside|{s2} осадил {s1}.
mno_approach_besiegers|Подойти к лагерю осаждающих
mno_pass_through_siege|Пройти через осаждающих и войти в {s1}
menu_cut_siege_without_fight|Вам позволяют беспрепятственно подойти к воротам замка.
menu_besiegers_camp_with_allies|{s1} осажден. Флаги {s2} развеваются над лагерем осаждающих, которые приветствуют вас и ваших людей.
mno_talk_to_siege_commander|Поговорить с командиром лагеря
mno_join_siege_with_allies|Участвовать в следующем штурме
mno_join_siege_stay_back|Послать войска на следующий штурм
menu_castle_outside|Перед вами {s2}.^{s11} {s3}^{s4}
mno_approach_gates|Подойти к воротам и приветствовать стражу
mno_town_sneak|Прокрасться через городские ворота
mno_castle_start_siege|Осадить {reg6?город:замок}
mno_castle_leave|Уйти
menu_castle_guard|Вы приближаетесь к воротам. Люди на стенах внимательно за вами следят.^^{s10}
mno_request_shelter|Попросить разрешения войти в замок
mno_request_meeting_commander|Потребовать встречи с кем-нибудь
mno_guard_leave|Уйти
menu_castle_entry_granted|После небольшой задержки стража открывает ворота и пропускает ваш отряд.
menu_castle_entry_denied|Правитель замка запретил вам входить внутрь, а привратник предупредил, что в случае неповиновения стража готова стрелять.
menu_castle_meeting|Кого вы хотите видеть?
mno_guard_meet_s5|{s5}
mno_forget_it|Отменить решение
menu_castle_meeting_selected|Ваше требование передают дальше и, наконец, {s6} появляется во внутреннем дворе для переговоров с вами.
menu_port_attack|Вы атакуете порт поселения {s1}. У вас {reg10} боеспособных воинов против их {reg11}.
mno_lead_attack|Повести воинов в битву
mno_attack_stay_back|Приказать войскам сражаться без вас
mno_lift_siege|Снять осаду
menu_castle_besiege|Вы осадили {s1}. {s2}^^{s15} {s16} {s17} {s18} {s19} {s20} {s21} {s22}
mno_siege_request_meeting|Вызвать на переговоры командира замка
mno_siege_warfare_p|Осада (поготовка плана).
mno_siege_assault_p|Осада ( подготовка атаки).
mno_siege_assault_camp|Ваш осадный лагерь.
mno_wait_24_hours|Ждать до завтра
menu_siege_plan|Вы и советники планируете осаду поселения {s4}, которое хотите попытаться захватить с наименьшими потерями. Можем использовать стратегию: морить их голодом, ведя длительную осаду, тем самым, ослабив их боевой дух.^^{s15} {s17} {s18} {s19} {s20}
mno_build_circunvalation|Окружение: строить пропуск. посты, и осадные укреп. в {s4}.
mno_close_circunvalation|Фортификационная линия готова.(Закрыть ее)
mno_town_investigar|Проникнуть внутрь, и изучить укрепления.(навык слежение)
mno_traicion_interna|Найти предателя среди защищающих {s4}
mno_traicion_interna3|Нашлись ли предатели в рядах противника?
mno_infiltracion_interna|Внедрить людей для проведения диверсий
mno_infiltracion_interna3|Есть новости от воинов, посланных для диверсии?
mno_build_varios|Построить выгребные ямы!(предотвратить болезни)
mno_destruir_campos_a|Сжечь посевы и разорить фермы!(ради фуража и оскудения запасов посел.)
mno_destruir_campos_b|Как проходит разорение ферм?
menu_siege_assault|Время дорого и  в любой момент может прибыть подкрепление к врагу. Но если напасть сейчас, то вы понесете большие потери, но таково ваше решение.^^ {s17} {s18} {s19}
mno_scout_investigar|Позвать разведчиков. Информация о {s4}.
mno_poniendo_elementos_mantles|Передовым отрядам выставить мантелеты! Готовится к атаке!
mno_poniendo_elementos|Приказать передовым отрядам подготовить все для атаки основными войсками.
mno_castle_lead_attack|Повести воинов в атаку лично!
mno_build_mantlet|Построить мантелеты
mno_build_ladders|Построить осадное снаряжение и расчистить подходы для атаки
mno_build_siege_tower|Построить осадную башню и доп. снаряжение. Могут быть большие потери воинов.
menu_siege_attack_meets_sally|Защитники делают вылазку для контратаки.
menu_nofood_siege_defenders_sally|Голод, наступивший в поселении {s4}, вынуждает защитников на вылазку в попытке прорвать осаду.
menu_surrender_siege_defenders_starved|Оставшиеся защитники поселения {s4} больше не могут сопротивляться. Еды нет, люди истощены, самые слабые умерли от голода и болезней, даже были случаи людоедства.^Поселение {s4} готово сдаться...
menu_castle_attack_walls_simulate2|{s4}^^Ваши потери:{s8}^^Потери противника: {s10}
menu_sneak_into_town_suceeded2|Под покровом ночи вы проникаете в поселение {s4}. Пора оценить их оборону.
menu_construct_saneamiento|Очистные ямы предотвратят появление крыс в лагере и эпидемии. Также отводятся места под уборные и копаются канавы, чтобы было меньше грязи от дождя. И нужно обеспечить подвоз чистой воды, дабы воины не хлебали с луж.^На обустройство лагеря уйдет 4 часа.
mno_build_saneamiento|Сделать
menu_construct_circunvalation|Осадные укрепления вокруг поселения защищают ваши войска от вражеских стрел, а окружение препятствует подвозу провианта и небольших подкреплений в него, что снижает боевой дух защищающихся, и влияет на их решение о сдаче поселения.^^Будучи лучшим инженером в отряде ({reg2}), {reg3?вы прикидываете:{s3} прикидывает}, что сооружение фортификационной линии вокруг поселения займет {reg4} часов.
mno_build_circun_cont|Сделать
menu_traicion_interna2|Ваши осадные приготовления деморализуют защитников. Часть воинов вступит в контакт с гарнизоном и жителями {s4} и узнает, не захотят ли они переменить сторону и поспособствовать сдаче. Необходимо выделить 500 золота на расходы.
mno_intentar_traicion|Отправить людей на поиски перебежчиков.
menu_traicion_resultado1|Они говорят, что никто не захотел стать предателем.
mno_back_behind|Что ж, не повезло.
menu_traicion_resultado2|{reg59?Госпожа:Господин}! Наших людей раскрыли на подходах к стенам, и они пытаются выбраться из {s4}. Смотрите, они бегут через задние ворота, но их окружили...
mno_ayudar_infiltrados|Распорядиться отправить отряд на подмогу.
mno_leave_men|Ничего не предпринимать. Они знали, на что шли.
menu_traicion_resultado3|Ваши люди вернулись. Перебежчик поджег амбары и скоро присоединится к вашим войскам. Теперь запасы противника сильно истощены.
mno_back_to_siege|Хорошая работа.
menu_traicion_resultado4|Ваши люди вернулись. Они докладывают, что перебежчик знает распорядок дня гарнизона и предлагает устроить засаду на пути к колодцу, расположенному за стенами.
mno_atacar_emboscada_player|Отправиться только с вашими верными компаньонами.
mno_atacar_emboscada|Отправить на встречу к перебежчику отряд и организовать засаду.
menu_emboscada_player|Пробираясь через высокую траву, вы застаете своих врагов врасплох, они явно не ожидали такого. Теперь они дважды подумают, прежде чем посылать людей.
mno_emboscada_playerok|Победа!
menu_emboscada_nada|Ваши люди как можно незаметнее добираются до назначенного место, но там никого нет. Предатель был раскрыт либо передумал. Отряд разочарованно возвращается.
mno_emboscada_nanai|Ничего, в другой раз.
menu_emboscada_lose|Тревога! Предатель привел ваших людей прямо в засаду. Они сражались храбро, положив многих врагов на поле боя.
mno_regreso_lucha|Этого стоило ожидать.
menu_emboscada_victory|Ночью перебежчик ведет ваших людей до холма у тропы к колодцу. Отряд безмолвно занимает позиции. На рассвете появляются идущие за водой бойцы гарнизона. ^^Боевой клич оглашает долину, когда ваши люди как вихрь бросаются на врага... Враги понесли большие потери.
menu_traicion_resultado5|Вернувшись, ваши люди докладывают, что договорились с человеком, отвечающим за распределение припасов. Он обещал поднять цены на продукты, и кое-что припрятать, чтобы возмущенные жители решили покинуть поселение.
mno_traicion_moral|Идеально!
menu_traicion_lucha|У подножья стены идет смертельный бой, и все складывается не в вашу пользу. Вы видите, как ваши войска отступают, оставляя тела убитых позади.^^Ваши потери: {s8}^^Потери противника: {s10}
mno_regreso_luchar|Ну, никто не остался позади.
menu_infiltracion_resultado1|Они не смогли проникнуть в поселение.
mno_back_behindi|Просто не повезло, я думаю.
menu_infiltracion_resultado2|{reg59?Госпожа:Господин}! Наших людей раскрыли в поселении {s4}. К сожалению, никто не вернулся. Скорее всего, они убиты или попали в плен.
mno_muertos_infiltrado|Ужасная новость.
menu_infiltracion_resultado3|Получилось! Они сожгли часть амбаров. Защитники деморализованы. Возможно, пора предложить им сдаться.
mno_back_to_siegei|Хорошо, дайте им бочку меда.
menu_infiltracion_resultado3_c|Получилось! Они перерезали практически весь скот и отравили колодец. Защитники деморализованы. Возможно, пора предложить им сдаться.
mno_back_to_siegein|Хорошо, дайте им бочку меда.
menu_infiltracion_resultado4|Ваши люди вернулись. Они докладывают, что многие жители испытывают недовольство, и некоторых удалось переманить на вашу сторону. Если вы пожелаете, они покинут город под покровом ночи и присоединятся к вашим силам. Прежде чем уйти, они обещали учинить беспорядки и поспособствовать скорейшей сдаче.
mno_aceptar_si|Мы примем их.
mno_leave_men1|Меня это беспокоит. Забудь об этом.
menu_infiltracion_resultado4_c|Ваши люди вернулись. Они отравили колодцы и близлежащие источники воды. Теперь многие долго будут мучаться от отравления, что сильно ослабит защитников, а может, кто и помрет.
mno_aceptar_oki|Это хорошая новость. Это оставит меньше мужчин, чтобы защищать стены.
menu_infiltracion_resultado5|{reg59?Госпожа:Господин}, враг прислал головы наших людей. Кое-кто видел это, и в лагере растет беспокойство.
mno_infiltracion_morali|Трусы! Как пара голов может напугать целую армию? Люди они или скот?
menu_campos_cercanos1|{reg59?Госпожа:Господин}, пашни и фермы сгорели, а так как сейчас время сбора урожая, добыть провиант невозможно.
mno_back_behind_d|Хорошая работа, не беспокойтесь.
menu_campos_cercanos2|{reg59?Госпожа:Господин}, пашни и фермы сгорели, но так как сейчас время сбора урожая, мы нашли достаточно провианта.
mno_back_behind_c|Хорошая работа, припасы нужны всегда.
menu_campos_cercanos2_c|{reg59?Госпожа:Господин}, пашни и фермы сгорели, но зерно еще не дозрело, но вполне съедобно. Так что, мы нашли достаточно провианта.
mno_back_behind_cc|Молодцы, еда всегда приветствуется.
menu_campos_cercanos3|{reg59?Госпожа:Господин}, пашни и фермы сгорели, хоть сейчас и время сбора урожая, но мы не нашли зерна. Однако, фермеры оставили часть своего скота.
mno_back_behind_bc|Припасы нужны всегда.
menu_campos_cercanos4|У нас проблемы. Мы пожгли поля, но люди из гарнизона поселения пришли на подмогу крестьянам. ^^Ваши потери: {s8}^^Потери противника: {s10}
mno_back_behind_ac|Проклятье!
menu_poner_escaleras|Авангард продвигается вперед благодаря лестницам, таранам и прочим осадным орудиям... Вдруг на стенах появляются вражеские стрелки и накрывают вас градом стрел. Сердце бьется в груди: каждая битва кажется первой.^ Это всегда страх, ужас и пот. Вы заметили, что ваши люди построились черепахой и преодолели стену...^^Ваши потери: {s8}^^Потери противника: {s10}
mno_back_behind_esc1|Ваши люди вступили в схватку, теперь ваша очередь...
menu_poner_escaleras_mantlets|Авангард продвигается вперед благодаря лестницам, таранам и прочим осадным орудиям... Вдруг на стенах появляются вражеские стрелки и накрывают вас градом стрел. Но под защитой мантелетов, воины тихо продвигаются дальше и дальше. Сердце бьется в груди: каждая битва кажется первой.^ Это всегда страх, ужас и пот. Вы заметили, что ваши люди построились черепахой и преодолели стену...^^Ваши потери: {s8}^^Потери противника: {s10}
mno_back_behind_esc2|Ваши люди вступили в схватку, теперь ваша очередь...
menu_informacion_ciudad|Появившийся разведчик докладывает: '{s11}^{s12}{s1}{s5}{s17}'
mno_regreso_luchain|Спасибо. Это важная информация!
menu_castle_besiege_inner_battle|{s1}
menu_build_mantles2|Будучи лучшим инженером в отряде ({reg2}), {reg3?вы прикидываете:{s3} прикидывает}, что подготовка мантелетов к штурму займет {reg4} часов.
mno_build_mantles|Сделать.
menu_construct_ladders|Будучи лучшим инженером в отряде ({reg2}), {reg3?вы подсчитали:{s3} подсчитал}, что подготовка штурмовых лестниц займет около {reg4} часов.
mno_build_ladders_cont|Строить лестницы
menu_construct_siege_tower|Будучи лучшим инженером в отряде ({reg2}), {reg3?вы подсчитали:{s3} подсчитал}, что строительство осадной башни займет около {reg4} часов.
mno_build_siege_tower_cont|Строить башню
menu_castle_attack_walls_simulate|{s4}^^Вы потеряли: {s8}^^Враг потерял: {s9}
menu_castle_attack_walls_with_allies_simulate|{s4}^^Вы потеряли: {s8}^^Союзник потерял: {s9}^^Враг потерял: {s10}
menu_castle_taken_by_friends|Тут не на что смотреть.
menu_castle_taken|Битва при {s60} почти окончена. Воины яро бьются, предвкушая победу. И вот... {s10}^Вы можете запретить войскам предпринимать какие-либо действия, если хотите оставить {reg2?город:форт} для вашего королевства, но упадет боевой дух воинов. Также можете разграбить и оставить {reg2?город:форт}, или просто набить свои мешки золотом, а поселение оставить врагу. Наконец, можете полностью разорить это место, получив много трофеев и золота, поработить жителей, и сжечь поселение, оставив одни руины.
mno_saqueo_noallowed|Оставить {reg2?город:форт} и запретить грабить.
mno_keep_plunder|Оставить {reg2?город:форт} и разграбить.
mno_saqueo_normal|Разграбить {reg2?город:форт} и уйти.
mno_saqueo_total|Полностью опустошить {reg2?город:форт} и уйти.
menu_castle_taken_plunder|{reg2?Город:Форт} разграблен. Вы получаете {reg7} золота.
menu_castle_taken_native|{reg2?Город :Форт } {s3} пал под натиском ваших воинов и теперь полностью контролируется вами.^{reg1? Вы можете разместить здесь воинов для обороны от врагов, которые будут пытаться его отвоевать.^Также, нужно решить сейчас, оставить {reg2?город:форт} себе или пожаловать его верному вассалу...:}
menu_castle_taken_keepplunder|{reg2?Город :Форт}{s3} пал под натиском ваших воинов и теперь вы полностью контролируете его.^Воины устремились на улицы, разрушая все на своем пути. Кругом слышны крики местных жителей, вперемешку с ругательствами ваших служивых, стоны не добитых защитников. Победители хватают все, что только могут унести.^Позже, собрав все награбленное, вы получаете {reg7} золота.^{reg1? Вы можете разместить здесь воинов для обороны от врагов, которые будут пытаться его отвоевать.^Также, требуется решить сейчас, оставить {reg2?город:форт} себе или пожаловать его верному вассалу...:}
menu_castle_taken_2|Защитники пали под натиском ваших войск и теперь {s3} полностью под вашим контролем. Самое время выслать гонца, чтобы {s9} узнал о вашей победе. {s5}
mno_castle_taken_claim|Подать прошение оставить {s3} себе
mno_castle_taken_claim_2|Просить, чтобы {s3} дали в награду {reg59?вашему мужу:вашей жене}.
mno_castle_taken_no_claim|Ничего не просить
menu_saqueo_loot_continue|Поселение было разграблено.
menu_requested_castle_granted_to_player|Вы получаете ответ на прошение.^^{s3} отдает вам во владение {s2}{reg3? и прилегающее поселение {s4}:} со всеми доходами и правами до тех пор, пока вы сохраняете {reg4?ей:ему} свою верность.
menu_requested_castle_granted_to_player_husband|Вы получили сообщение от вашего повелителя.^^{s3} {reg4?решила:решил} даровать вашему мужу {s7} {s2}{reg3? и прилегающую деревеньку {s4}:}.
menu_requested_castle_granted_to_another|{s3} прислал ответ на ваше прошение.^^"Я наслышан о вашей храбрости в битве за {s2} и очень доволен этой победой. Однако, ваше прошение не может быть удовлетворено, поскольку вы уже владеете землями в моем королевстве. Поэтому я посылаю {reg6} золота в качестве компенсации ваших усилий, но право на {s2} получает {s5}."
mno_accept_decision|Принять вердикт повелителя
mno_leave_faction|Долой узурпаторов! [бунт]
menu_requested_castle_granted_to_another_female|Ваш повелитель {s3} шлет вам сообщение.^^ "Нас весьма обрадовала весть о том, что вы захватили {s2}. Эта победа греет наши сердца. Однако мы не можем удовлетворить вашу просьбу пожаловать крепость вашему супругу, ибо владения его и без того обширны. Мы даруем вам {reg6} золота на покрытие расходов, но {s2} получит {s5}."
mno_accept_decision2|Принять решение
menu_leave_faction|Наказание за нарушение присяги. Ваш повелитель осуждает предательство и конфисковывает все владения. Однако, если вы по своей воле отдадите ему свои земли и замки, то он может вас простить.
mno_leave_faction_give_back|Я отдаю все владения и отказываюсь от присяги.
mno_leave_faction_hold|Я оставляю себе все, включая {s2}, и отказываюсь от присяги.
mno_leave_faction_cancel|Я раскаиваюсь и отдаю все владения.
menu_give_center_to_player|Ваш лорд предлагает вам новое поместье! За верную службу {s1} отдает вам {s2}, чтобы расширить ваши владения. Каков будет ваш ответ?
mno_give_center_to_player_accept|Принять. Так будет лучше для всех.
mno_give_center_to_player_reject|Отклонить. Вас не интересует {s2}.
